Choi_train                              	party                                                                                               	As in the formation of the new government , we recruit people according to their talents and do not discriminate on the basis of ethnicity , gender or                                                                                                                                                      	|affiliation .                                                                                                                                                                                                                                                                                               
Choi_train                              	Universal Music/Urban                                                                               	Schritt fur Schritt -LRB- Step by step -RRB- is the debut solo album by German pop singer Nadja Benaissa , released by                                                                                                                                                                                      	|on February 24 , 2006 -LRB- see 2006 in music -RRB- .                                                                                                                                                                                                                                                       
Choi_train                              	Bristol-Myers-Squibb                                                                                	From 1992-1996 , he was at                                                                                                                                                                                                                                                                                  	|Pharmaceutical Research Institute as Head of the Transgenic Unit .                                                                                                                                                                                                                                          
Choi_train                              	your company                                                                                        	The goal and the desire as a sales person , customer service rep , or business owner should be to make sure customers are loyal to                                                                                                                                                                          	|.                                                                                                                                                                                                                                                                                                           
Choi_train                              	Hollywood , CA                                                                                      	were filmed on March 6 , 2006 at all-ages performance space Il Corral in                                                                                                                                                                                                                                    	|.                                                                                                                                                                                                                                                                                                           
Choi_train                              	Submarine Products                                                                                  	There are these makes : This project was started in the 1970s by                                                                                                                                                                                                                                            	|Ltd. of Hexham in Northumberland , England and passed through various hands .                                                                                                                                                                                                                               
Choi_train                              	MTV                                                                                                 	The video reached # 1 on both                                                                                                                                                                                                                                                                               	|'s TRL and VH1 's VSpot Top 20 Countdown .                                                                                                                                                                                                                                                                  
Choi_train                              	Sinclair                                                                                            	The company was formed by the former CEO Paul Andrews after his involvement with the website Retro-Trader , which lead him to be commissioned to gather retro game licenses for a plug-into-TV video game console using games such as Ant Attack -LRB- originally on the                                    	|ZX Spectrum -RRB- .                                                                                                                                                                                                                                                                                         
Choi_train                              	Morgan Iron Works                                                                                   	Commonwealth was powered by a 1,200 horsepower , 19 rpm single cylinder vertical beam steam engine , with 76-inch bore , 12-foot stroke and Stevens cut-off set at 7 feet , built by the                                                                                                                    	|of New York .                                                                                                                                                                                                                                                                                               
Choi_train                              	Nintendo                                                                                            	Sonic Battle is a fighting game developed by Sonic Team and published by Sega and THQ for the                                                                                                                                                                                                               	|Game Boy Advance .                                                                                                                                                                                                                                                                                          
Choi_train                              	The company                                                                                         	                                                                                                                                                                                                                                                                                                            	|achieved success with the more modern and more upmarket Renault 16 , a pioneering hatchback launched in 1966 , followed by the smaller Renault 6 .                                                                                                                                                          
Choi_train                              	the company                                                                                         	The private equity firm Hicks , Muse bought G. Heileman in 1994 , and sold                                                                                                                                                                                                                                  	|to competitor Stroh Brewery Company two years later .                                                                                                                                                                                                                                                       
Choi_train                              	University College London                                                                           	After radar research for the Admiralty , 1943-6 , he was a research student at                                                                                                                                                                                                                              	|, 1946-9 and lecturer in Physics , Queen Mary and Westfield College , 1949-58 .                                                                                                                                                                                                                             
Choi_train                              	service companies                                                                                   	In response to heightened industry and regulatory standards ,                                                                                                                                                                                                                                               	|are continuing to introduce innovative technologies to improve the safety and environmental responsibility of solids control and cuttings handling .                                                                                                                                                        
Choi_train                              	Yale University                                                                                     	He went to the United States in 1947 , and received his Ph.D. from                                                                                                                                                                                                                                          	|in 1951 .                                                                                                                                                                                                                                                                                                   
Choi_train                              	the third largest bank holding company                                                              	As of March 2010 , Citigroup is                                                                                                                                                                                                                                                                             	|in the United States by total assets , after Bank of America and JP Morgan Chase .                                                                                                                                                                                                                          
Choi_train                              	Remington Arms Company                                                                              	In 1858 he retired from the French Army with the rank of colonel , and later served as a military instructor for the khedive of Egypt and as a manager at the                                                                                                                                               	|in the United States .                                                                                                                                                                                                                                                                                      
Choi_train                              	British Aerospace                                                                                   	He joined                                                                                                                                                                                                                                                                                                   	|in 1992 and continues to serve on the board of its successor , BAE Systems , as finance director .                                                                                                                                                                                                          
Choi_train                              	UCLA                                                                                                	After his playing career , Mickens became a baseball coach at                                                                                                                                                                                                                                               	|for many years .                                                                                                                                                                                                                                                                                            
Choi_train                              	Pinterest                                                                                           	At its core ,                                                                                                                                                                                                                                                                                               	|is a social bookmarking tool that allows users to become curators of visual content .                                                                                                                                                                                                                       
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------Choi_test                               	medium-and small-sized companies                                                                    	Currently , Taiwan authorities define                                                                                                                                                                                                                                                                       	|as having capital of under 60 million Taiwan dollars , but actually Taiwan 's current medium-and small-sized companies mostly have significant scale .                                                                                                                                                      
Choi_test                               	they                                                                                                	Working with Pricewaterhouse has taught them to attack problems more systematically and to be tougher negotiators with clients ,                                                                                                                                                                            	|said .                                                                                                                                                                                                                                                                                                      
Choi_test                               	the company                                                                                         	Growth In March 1999 ,                                                                                                                                                                                                                                                                                      	|moved its offices to Palo Alto , California , home to several other noted Silicon Valley technology startups .                                                                                                                                                                                              
Choi_test                               	it                                                                                                  	The job cuts would allow the company to make cost savings worth 550 million dollars ( 390 million euros ) a year ,                                                                                                                                                                                          	|said .                                                                                                                                                                                                                                                                                                      
Choi_test                               	it                                                                                                  	The airline said early Thursday                                                                                                                                                                                                                                                                             	|had canceled 15 inbound and 24 outbound flights , but a spokeswoman later said it had canceled 28 flights in all .                                                                                                                                                                                          
Choi_test                               	China , in recent years also introduced a production line of pre-separating kilns , constructed large scale	Additionally ,                                                                                                                                                                                                                                                                                              	|modernized cement corporations such as Jidong , Ningguo , Huaihai , Liuzhou , etc. , and has recently increased annual production capability of 22 million tons of cement .                                                                                                                                 
Choi_test                               	they                                                                                                	While discount promotions are essential for most brands , some companies concede                                                                                                                                                                                                                            	|went overboard in shifting money from advertising to coupons , refunds and other sales incentives .                                                                                                                                                                                                         
Choi_test                               	They                                                                                                	                                                                                                                                                                                                                                                                                                            	|were returning from Khyber , an area of the tribal region that abuts Peshawar , and where Taliban militants have a strong presence , when the shooting occurred , according to the accounts . "                                                                                                             
Choi_test                               	it                                                                                                  	Over time , IBM increasingly focused on complex server computers , corporate customers , computer services and software , and                                                                                                                                                                               	|did not heavily advertise its PCs to consumers .                                                                                                                                                                                                                                                            
Choi_test                               	European and Turkish firms                                                                          	Nabucco 's route was chosen in order to allow                                                                                                                                                                                                                                                               	|to pump gas from central Asia directly to European markets outside Moscow 's control .                                                                                                                                                                                                                      
Choi_test                               	Our network of moving companies                                                                     	                                                                                                                                                                                                                                                                                                            	|can provide service from coast to coast in the continental United States as well as accommodating local moves within one state .                                                                                                                                                                            
Choi_test                               	it                                                                                                  	Generally in North America , the company said                                                                                                                                                                                                                                                               	|had strong volume growth in detergents and most food operations .                                                                                                                                                                                                                                           
Choi_test                               	it                                                                                                  	The spokesman , Anuj Nayar , said PayPal is taking the step while                                                                                                                                                                                                                                           	|answers questions that have arisen about the service .                                                                                                                                                                                                                                                      
Choi_test                               	it                                                                                                  	On Friday ,                                                                                                                                                                                                                                                                                                 	|convinced a court to bar `` MacDonalds '' from using its trademark golden arches , names and logo .                                                                                                                                                                                                         
Choi_test                               	Sotheby 's International branches                                                                   	In October , agents from 11                                                                                                                                                                                                                                                                                 	|will descend on Hong Kong 's convention center to regale wealthy buyers there with slick visuals on showcase properties .                                                                                                                                                                                   
Choi_test                               	They                                                                                                	                                                                                                                                                                                                                                                                                                            	|require an engaged work force , and that 's why a democratic approach to change can make all the difference .                                                                                                                                                                                               
Choi_test                               	many Japanese trading companies                                                                     	Indeed , for                                                                                                                                                                                                                                                                                                	|, the favorite U.S. small business is one whose research and development can be milked for future Japanese use .                                                                                                                                                                                            
Choi_test                               	it                                                                                                  	Old Mutual added 1.8 percent after                                                                                                                                                                                                                                                                          	|said it has held bid talks with Swedish insurer Skandia during the last week regarding an offer for Skandia at 42 kroner ( euro4.50 ; US$ 5.53 ) a share , payable 40 percent in cash and 60 percent in shares .                                                                                            
Choi_test                               	It                                                                                                  	                                                                                                                                                                                                                                                                                                            	|was among 27 groups and individuals whose assets were frozen by the United States , Pakistan and other countries after the Sept. 11 terrorist attacks in the United States , which Washington blames on bin Laden .                                                                                         
Choi_test                               	We                                                                                                  	``                                                                                                                                                                                                                                                                                                          	|would have paid more if we thought that law was n't going to pass , '' he said .                                                                                                                                                                                                                            
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------FIGER_filtered_with_Choi_test           	Facebook                                                                                            	However , the outage shut down Bridger Bowl for the rest of the day , according to a posting on the ski area 's                                                                                                                                                                                             	|page .                                                                                                                                                                                                                                                                                                      
FIGER_filtered_with_Choi_test           	Sony                                                                                                	Speaking at CES , both companies have no plans to jump to the new formats in the near future , and Lexar pointed out that its new 1000x card is faster than                                                                                                                                                 	|'s XQD .                                                                                                                                                                                                                                                                                                    
FIGER_filtered_with_Choi_test           	Safeway                                                                                             	She said there have been cases in which McClain will chase down shoplifters from                                                                                                                                                                                                                            	|.                                                                                                                                                                                                                                                                                                           
FIGER_filtered_with_Choi_test           	Hansen                                                                                              	A limited liability corporation headed by                                                                                                                                                                                                                                                                   	|recently purchased 3 acres on the east side of Occidental Avenue South between South Massachusetts and South Holgate streets .                                                                                                                                                                              
FIGER_filtered_with_Choi_test           	Safeway                                                                                             	Sara Osborne ,                                                                                                                                                                                                                                                                                              	|’s public and government affairs director , said the store has had one or two complaints over the years regarding customers disliking McClain ’s solicitation outside the store , but she said it has been years since they ’ve received a complaint .                                                      
FIGER_filtered_with_Choi_test           	NHL                                                                                                 	" I understand the challenges of KeyArena and the economics of the NBA and                                                                                                                                                                                                                                  	|, " Hirsh said Friday .                                                                                                                                                                                                                                                                                     
FIGER_filtered_with_Choi_test           	Northwestern Energy                                                                                 	                                                                                                                                                                                                                                                                                                            	|spokeswoman Claudia Rapkoch said the outage started at 10:50 a.m .                                                                                                                                                                                                                                          
FIGER_filtered_with_Choi_test           	Lexar                                                                                               	Speaking at CES , both companies have no plans to jump to the new formats in the near future , and                                                                                                                                                                                                          	|pointed out that its new 1000x card is faster than Sony 's XQD .                                                                                                                                                                                                                                            
FIGER_filtered_with_Choi_test           	Real Change                                                                                         	McClain often does this as well — he likes to bake in his spare time and bring food for the employees at Safeway as well as                                                                                                                                                                                 	|to show his appreciation .                                                                                                                                                                                                                                                                                  
FIGER_filtered_with_Choi_test           	Sony                                                                                                	                                                                                                                                                                                                                                                                                                            	|has now announced that they 're creating a new line of high-speed SD cards .                                                                                                                                                                                                                                
FIGER_filtered_with_Choi_test           	NBA                                                                                                 	Bennett said the city-owned arena lacked the amenities to support an                                                                                                                                                                                                                                        	|franchise and moved the team to Oklahoma City after failing to secure a new arena here .                                                                                                                                                                                                                    
FIGER_filtered_with_Choi_test           	Hansen                                                                                              	He said an arena could be built on as little as 7 to 8 acres , which is about the size of the parcel the                                                                                                                                                                                                    	|investment group has shown an interest in acquiring .                                                                                                                                                                                                                                                       
FIGER_filtered_with_Choi_test           	NBA                                                                                                 	" I understand the challenges of KeyArena and the economics of the                                                                                                                                                                                                                                          	|and NHL , " Hirsh said Friday .                                                                                                                                                                                                                                                                             
FIGER_filtered_with_Choi_test           	Safeway                                                                                             	McClain often does this as well — he likes to bake in his spare time and bring food for the employees at                                                                                                                                                                                                    	|as well as Real Change to show his appreciation .                                                                                                                                                                                                                                                           
FIGER_filtered_with_Choi_test           	The Seattle Times                                                                                   	In an interview with                                                                                                                                                                                                                                                                                        	|, Balth said his intention in his art is “ to come to the heart of seeing , the core of perception . ”                                                                                                                                                                                                      
FIGER_filtered_with_Choi_test           	Bridger                                                                                             	Officials at                                                                                                                                                                                                                                                                                                	|could not be reached for comment Sunday afternoon .                                                                                                                                                                                                                                                         
FIGER_filtered_with_Choi_test           	Real Change                                                                                         	Employees of                                                                                                                                                                                                                                                                                                	|work as their own bosses .                                                                                                                                                                                                                                                                                  
FIGER_filtered_with_Choi_test           	Lexar                                                                                               	According to PhotographyBlog , SanDisk and                                                                                                                                                                                                                                                                  	|have no immediate plans to produce XQD or WiFi SD cards .                                                                                                                                                                                                                                                   
FIGER_filtered_with_Choi_test           	Safeway                                                                                             	Outside                                                                                                                                                                                                                                                                                                     	|in the U-District , students pass by the man sitting by the doors .                                                                                                                                                                                                                                         
FIGER_filtered_with_Choi_test           	Sony                                                                                                	Earlier this month ,                                                                                                                                                                                                                                                                                        	|released the first XQD format memory card , but the company is n't stopping there with pushing into new storage options .                                                                                                                                                                                   
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------OntoNotes_filtered_with_Choi_test       	Saatchi 's largest shareholder                                                                      	Last week ,                                                                                                                                                                                                                                                                                                 	|, Southeastern Asset Management , said it had been approached by one or more third parties interested in a possible restructuring .                                                                                                                                                                         
OntoNotes_filtered_with_Choi_test       	their guided - missile divisions                                                                    	British Aerospace PLC and France 's Thomson - CSF S.A. said they are nearing an agreement to merge                                                                                                                                                                                                          	|, greatly expanding collaboration between the two defense contractors .                                                                                                                                                                                                                                     
OntoNotes_filtered_with_Choi_test       	The company                                                                                         	                                                                                                                                                                                                                                                                                                            	|said Salomon Brothers Inc. and Howard , Weil , Labouisse , Friedrichs Inc. , underwriters for the offering , were granted an option to buy as much as an additional 1.5 million shares to cover over - allotments .                                                                                         
OntoNotes_filtered_with_Choi_test       	Interprovincial 's                                                                                  	Interprovincial transports about 75 % of all crude produced in western Canada , and almost 60 % of                                                                                                                                                                                                          	|total volume consists of light crude .                                                                                                                                                                                                                                                                      
OntoNotes_filtered_with_Choi_test       	UAL Inc 's                                                                                          	A month ago , Hertz , of Park Ridge , N.J. , said that it would drop its marketing agreements at year end with Delta , America West and Texas Air Corp. 's Continental Airlines and Eastern Airlines , and that pacts with American Airlines ,                                                              	|United Airlines and USAir also would be ended ... sometime after Dec. 31 .                                                                                                                                                                                                                                  
OntoNotes_filtered_with_Choi_test       	another thrift                                                                                      	A Canadian bank bought                                                                                                                                                                                                                                                                                      	|, in the first RTC transaction with a foreign bank .                                                                                                                                                                                                                                                        
OntoNotes_filtered_with_Choi_test       	Precision Castparts Corp. , Portland , Ore. ,                                                       	                                                                                                                                                                                                                                                                                                            	|will begin trading with the symbol PCP .                                                                                                                                                                                                                                                                    
OntoNotes_filtered_with_Choi_test       	Ford                                                                                                	General Motors Corp. said it had discussed the possibility of a joint venture with Jaguar before                                                                                                                                                                                                            	|began buying shares .                                                                                                                                                                                                                                                                                       
OntoNotes_filtered_with_Choi_test       	Pan Am Corp. 's                                                                                     	The Garden City , N.Y. , car - rental company said it wo n't renew contracts with NWA Inc. 's Northwest Airlines unit ,                                                                                                                                                                                     	|Pan American World Airways unit and Midway Airlines at the end of this year .                                                                                                                                                                                                                               
OntoNotes_filtered_with_Choi_test       	World Report                                                                                        	Time 's rivals news - weeklies , Washington Post Co. 's Newsweek and U.S. News &                                                                                                                                                                                                                            	|, are less reliant on electronic giveaways , and in recent years both have been increasing their circulation rate bases .                                                                                                                                                                                   
OntoNotes_filtered_with_Choi_test       	CALTEX and Caterpillar                                                                              	                                                                                                                                                                                                                                                                                                            	|from the US , Japan 's Itochu , South Korea 's Daewoo and the New World Consortium from Hong Kong had been successively entering the zone to invest and open business .                                                                                                                                     
OntoNotes_filtered_with_Choi_test       	Xinhua News Agency                                                                                  	                                                                                                                                                                                                                                                                                                            	|, Beijing , January 3rd                                                                                                                                                                                                                                                                                     
OntoNotes_filtered_with_Choi_test       	Ideal                                                                                               	HOFI , the North American holding company of Swiss concern Holderbank Financiere Glaris Ltd. , previously proposed combining its 100 % stake in St. Lawrence Cement Inc. and its 60 % stake in Dundee Cement Co. with its 67 % stake in                                                                     	|.                                                                                                                                                                                                                                                                                                           
OntoNotes_filtered_with_Choi_test       	the New World Consortium                                                                            	CALTEX and Caterpillar from the US , Japan 's Itochu , South Korea 's Daewoo and                                                                                                                                                                                                                            	|from Hong Kong had been successively entering the zone to invest and open business .                                                                                                                                                                                                                        
OntoNotes_filtered_with_Choi_test       	both companies '                                                                                    	For both Thomson and British Aerospace , earnings in their home markets have come under pressure from increasingly tight - fisted defense ministries ; and Middle East sales , a traditional mainstay for                                                                                                   	|exports , have been hurt by five years of weak oil prices .                                                                                                                                                                                                                                                 
OntoNotes_filtered_with_Choi_test       	British Aerospace                                                                                   	To justify 50 - 50 ownership of the planned venture , Thomson would make a cash payment to                                                                                                                                                                                                                  	|.                                                                                                                                                                                                                                                                                                           
OntoNotes_filtered_with_Choi_test       	U.S. News & World Report                                                                            	Time 's rivals news - weeklies , Washington Post Co. 's Newsweek and                                                                                                                                                                                                                                        	|, are less reliant on electronic giveaways , and in recent years both have been increasing their circulation rate bases .                                                                                                                                                                                   
OntoNotes_filtered_with_Choi_test       	NWA Inc. 's Northwest Airlines unit , Pan Am Corp. 's Pan American World Airways unit and Midway Airlines	The Garden City , N.Y. , car - rental company said it wo n't renew contracts with                                                                                                                                                                                                                           	|at the end of this year .                                                                                                                                                                                                                                                                                   
OntoNotes_filtered_with_Choi_test       	overseas non-trade enterprises reaching 260 with a total investment of 200 million US dollars       	According to the latest statistics , Shanghai has founded 218 trade - oriented companies and organizations abroad , organized 6 regional overseas group companies , and it has approved                                                                                                                     	|.                                                                                                                                                                                                                                                                                                           
OntoNotes_filtered_with_Choi_test       	foreign funded enterprises such as the Zhengda Company and the Huaxing Aluminum Firm , etc.         	Conventional insurance lines such as transportation insurance , property insurance , automobile insurance , etc. are specially offered to                                                                                                                                                                   	|and new types of insurance such as employer liability insurance , investment insurance , and profit - loss insurance , etc. are also offered at the appropriate time , satisfying the investment needs of foreign businessmen , bringing the insurance rate of the foreign business invested enterprises to more than 90 percent .
